,Name,name,typee,sector,country,joinnned_on
292,,eB Capital Gestão de Recursos LTDA,Small or Medium-sized Enterprise,Investment banking and brokerage services,Brazil,2023-02-20
293,,MANACA - PARTNERS IN TECHNOLOGIES LTDA.,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-20
294,,ISATIS d.o.o.,Small or Medium-sized Enterprise,Software & Computer Services,Bosnia-Herzegovina,2023-02-20
295,,Wszechnica Uniwersytetu Jagiellońskiego Ltd.,Small or Medium-sized Enterprise,Diversified,Poland,2023-02-20
296,,New Vision University,Academic,Not Applicable,Georgia,2023-02-20
297,,Of Joseph PB&T Brasil Ltda.,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-20
298,,Guilherme de Oliveira e Associados - Advocacia Corporativa e Consultora Estratégica,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-20
299,,Associação EcoSocial,Labour Local,Not Applicable,Brazil,2023-02-20
300,,Start - Business Solutions,Small or Medium-sized Enterprise,Diversified,Georgia,2023-02-20
301,,Instituto Vita Alere de Prevenção e Posvenção do Suicídio,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,Brazil,2023-02-20
302,,Aqua Mont S de RL de CV,Small or Medium-sized Enterprise,Chemicals,Mexico,2023-02-20
303,,Stirling Grey Limited,Small or Medium-sized Enterprise,Construction & Materials,United Kingdom,2023-02-20
304,,Santo Caos,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-20
305,,The Institute of Commercial Management,Small or Medium-sized Enterprise,Diversified,United Kingdom,2023-02-20
306,,Ribeiro Caram,Company,Construction & Materials,Brazil,2023-02-20
307,,Tele Comunicações do Vale do Rio Grande LTDA (Televale),Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Brazil,2023-02-20
308,,WSH International Investments Limited,Company,Industrial Support Services,United Kingdom,2023-02-20
309,,Hamable Consultores,Small or Medium-sized Enterprise,Diversified,Mexico,2023-02-20
310,,Colegio de Ingenieros Ambientales Santa Cruz,Business Association Local,Not Applicable,Bolivia,2023-02-20
311,,"""Uzbek Industrial and Construction Bank"" Joint-Stock Commercial Bank",Company,Banks,Uzbekistan,2023-02-20
312,,Gruppo Zeta Costruzioni S.r.l.,Company,Construction & Materials,Italy,2023-02-20
313,,ALPHA GENERAL CONTRACTOR SRL,Small or Medium-sized Enterprise,Construction & Materials,Italy,2023-02-20
314,,Fastpol s.r.l.,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,Italy,2023-02-20
315,,Vetrina In srl,Small or Medium-sized Enterprise,Construction & Materials,Italy,2023-02-20
316,,Duomed Group,Company,Medical equipment and services; Health care providers,Netherlands,2023-02-20
317,,Saathi,Small or Medium-sized Enterprise,Personal Goods,India,2023-02-19
318,,NCI Golf Pte Ltd,Small or Medium-sized Enterprise,Diversified,Singapore,2023-02-19
319,,Krungthai-AXA Life Insurance Public Company Limited,Company,Life Insurance,Thailand,2023-02-19
320,,Wuhu Snnda Medical Treatment Appliance Technology Co. Ltd.,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,China,2023-02-19
321,,"Jiangxi Yongjie Technology Group Co., Ltd.",Small or Medium-sized Enterprise,Diversified,China,2023-02-19
322,,SARGODHA MANDARIN PRIVATE LIMITED,Small or Medium-sized Enterprise,Food Producers,Pakistan,2023-02-19
323,,HAZAMA ANDO CORPORATION,Company,Construction & Materials,Japan,2023-02-19
324,,PLENA INCLUSIÓN ARAGÓN,NGO Local,Not Applicable,Spain,2023-02-17
325,,Asociacion Green & Human,NGO Local,Not Applicable,Spain,2023-02-17
326,,Fundació Joia,Foundation,Not Applicable,Spain,2023-02-17
327,,P&L Global SL,Small or Medium-sized Enterprise,Diversified,Spain,2023-02-17
328,,Ercer Diseño Construcción e Instalaciones S.L.U.,Small or Medium-sized Enterprise,Construction & Materials,Spain,2023-02-17
329,,Instituto de Salud Global de Barcelona (ISGlobal),Foundation,Not Applicable,Spain,2023-02-17
330,,OPDENERGY HOLDING S.A,Small or Medium-sized Enterprise,Alternative Energy,Spain,2023-02-17
331,,ONEY SERVICIOS FINANCIEROS EFC S.A.U,Company,Finance and credit services,Spain,2023-02-17
332,,Etica House SL,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2023-02-17
333,,"CIRSA ENTERPRISES, S.L.",Company,Diversified,Spain,2023-02-17
334,,Stem Fuels S.L.U.,Small or Medium-sized Enterprise,Industrial Support Services,Spain,2023-02-17
335,,"JOYERÍA TOUS, S.A.",Company,Retailers,Spain,2023-02-17
336,,LA PAU S.C.C.,Company,Medical equipment and services; Health care providers,Spain,2023-02-17
337,,Spin Ink Ltd,Small or Medium-sized Enterprise,Retailers,Canada,2023-02-17
338,,Adelanta Corporación S.A,Small or Medium-sized Enterprise,Electricity,Spain,2023-02-17
339,,"ACCOM BPAC, S.L.",Company,Diversified,Spain,2023-02-17
340,,Entomo AgroIndustrial,Small or Medium-sized Enterprise,"Gas, Water & Multiutilities",Spain,2023-02-17
341,,"SESELEC ENERGY PROJECTS, S.L.",Small or Medium-sized Enterprise,Industrial Engineering,Spain,2023-02-17
342,,ZANTZA SEGURIDAD,Company,Diversified,Spain,2023-02-17
343,,Morgan Philips Hudson España S.L.U.,Small or Medium-sized Enterprise,Diversified,Spain,2023-02-17
344,,PROVACUNO,Business Association Global,Not Applicable,Spain,2023-02-17
345,,Saint John Port Authority,Small or Medium-sized Enterprise,Industrial Transportation,Canada,2023-02-17
346,,"HIERROS Y METALES GUTRAM, S.L.",Small or Medium-sized Enterprise,General Industrials,Spain,2023-02-17
347,,Altius Minerals,Small or Medium-sized Enterprise,Industrial metals and mining,Canada,2023-02-17
348,,Cave Bilbaínos Logística España SL,Small or Medium-sized Enterprise,Industrial Transportation,Spain,2023-02-17
349,,Cracow University of Economics,Academic,Not Applicable,Poland,2023-02-15
350,,Precise International Pte Ltd,Small or Medium-sized Enterprise,Diversified,Singapore,2023-02-15
351,,"Wholesale Pharmaceutical Technology Co., Ltd湖南一块医药科技有限公司",Company,Medical equipment and services; Health care providers,China,2023-02-15
352,,Bangalore International Airport Limited,Company,Travel & Leisure,India,2023-02-15
353,,Dalian Jinzhou Rainbow Packaging Company Limited,Small or Medium-sized Enterprise,General Industrials,China,2023-02-15
354,,ZHEJIANG TRANSFAR WHYYON CHEMICAL CO LTD,Company,Chemicals,China,2023-02-15
355,,"Dianke Haishi Technology Research (Nantong) Co., Ltd.",Small or Medium-sized Enterprise,Industrial Engineering,China,2023-02-15
356,,"International Container Terminal Services, Inc.",Company,Industrial Transportation,Philippines,2023-02-14
357,,CJ DARCL LOGISTICS LIMITED,Company,Industrial Transportation,India,2023-02-14
358,,"SUZHOU CAO SEN DISPLAYING PROPS CO.,LTD.",Small or Medium-sized Enterprise,"Oil, gas, & coal",China,2023-02-14
359,,"Qingdao Narising International Trade Co., Ltd.",Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,China,2023-02-14
360,,Pace Technologies,Small or Medium-sized Enterprise,Software & Computer Services,Pakistan,2023-02-14
361,,"KunShan Improve Electromechanical Equipment Co.,LTD",Small or Medium-sized Enterprise,Electronic & Electrical Equipment,China,2023-02-14
362,,"Jiangsu Baoli Prefabricated Housing Industry Co., LTD",Small or Medium-sized Enterprise,Construction & Materials,China,2023-02-14
363,,"Japan Post Bank Co., Ltd.",Company,Diversified,Japan,2023-02-14
364,,RICE Communications Pte Ltd,Small or Medium-sized Enterprise,Diversified,Singapore,2023-02-14
365,,WINDSOR AIMS HOLDING SDN BHD,Small or Medium-sized Enterprise,Construction & Materials,Malaysia,2023-02-14
366,,FixApa Sdn Bhd,Small or Medium-sized Enterprise,Software & Computer Services,Malaysia,2023-02-14
367,,Chaint Corporation,Company,Industrial Engineering,China,2023-02-14
368,,Legasis Private Limited,Small or Medium-sized Enterprise,Diversified,India,2023-02-14
369,,B4B IT SOLUTIONS PRIVATE LIMITED,Small or Medium-sized Enterprise,Software & Computer Services,India,2023-02-14
370,,KOA CORPORATION,Company,Electronic & Electrical Equipment,Japan,2023-02-14
371,,Castaldo Spa,Small or Medium-sized Enterprise,Construction & Materials,Italy,2023-02-13
372,,Aleron Partners,Small or Medium-sized Enterprise,Industrial Support Services,United Kingdom,2023-02-13
373,,ABG Fastena AB,Small or Medium-sized Enterprise,Real Estate Investment & Services development,Sweden,2023-02-13
374,,CRIF Information Technology Solutions,Small or Medium-sized Enterprise,Software & Computer Services,Jordan,2023-02-13
375,,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET ANONİM ŞİRKETİ,Small or Medium-sized Enterprise,Electricity,Türkiye,2023-02-13
376,,ESENBOĞA ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,Small or Medium-sized Enterprise,Electricity,Türkiye,2023-02-13
377,,NATUREL YENİLENEBİLİR ENERJİ TİCARET ANONİM ŞİRKETİ,Small or Medium-sized Enterprise,Electricity,Türkiye,2023-02-13
378,,GROUPE ELISE,Small or Medium-sized Enterprise,Industrial Support Services,France,2023-02-13
379,,Koatek,Small or Medium-sized Enterprise,Industrial Engineering,Denmark,2023-02-13
380,,Prangl Holding Ges. m. b. H.,Company,Diversified,Austria,2023-02-13
381,,EPAM Systems Ltd,Company,Software & Computer Services,United Kingdom,2023-02-13
382,,Cassa Centrale Banca - Credito Cooperativo Italiano S.p.a. (Parent Company of the Cooperative Banking Group “Gruppo Cassa Centrale”),Company,Banks,Italy,2023-02-13
383,,TG Ekspo Uluslararası Fuarcılık A.Ş.,Small or Medium-sized Enterprise,Diversified,Türkiye,2023-02-13
384,,d&b solutions GmbH & Co KG,Company,Media,Germany,2023-02-13
385,,TENTE International GmbH,Company,General Industrials,Germany,2023-02-13
386,,C.HAFNER GmbH + Co. KG,Company,Industrial metals and mining,Germany,2023-02-13
387,,CAE Technology Services,Company,Software & Computer Services,United Kingdom,2023-02-13
388,,Risklogix Solutions Ltd,Small or Medium-sized Enterprise,Software & Computer Services,United Kingdom,2023-02-13
389,,Almawave,Company,Software & Computer Services,Italy,2023-02-13
390,,ETC Invest SpA,Small or Medium-sized Enterprise,Finance and credit services,Italy,2023-02-13
391,,Marke Creative Merchandise,Small or Medium-sized Enterprise,Leisure Goods,United Kingdom,2023-02-13
392,,metafinanz Informationssysteme GmbH,Company,Diversified,Germany,2023-02-13
393,,Kagool Limited,Company,Software & Computer Services,United Kingdom,2023-02-13
394,,Andreas Stihl AG & Co. KG,Company,General Industrials,Germany,2023-02-13
395,,EcoTree International,Small or Medium-sized Enterprise,Industrial materials,Denmark,2023-02-13
396,,FIRST SHPK,Small or Medium-sized Enterprise,Software & Computer Services,Albania,2023-02-13
397,,ABL-TECHNIC Group,Company,Industrial Support Services,Germany,2023-02-13
398,,ClimatePartner Italia S.r.l.,Small or Medium-sized Enterprise,Diversified,Italy,2023-02-13
399,,Oral Care,Company,Medical equipment and services; Health care providers,Sweden,2023-02-13
400,,BauWatch International GmbH,Company,Industrial Support Services,Germany,2023-02-13
401,,"JSC ""Microfinance Company ""OnlineKazFinance""""",Company,Finance and credit services,Kazakhstan,2023-02-13
402,,NEMERA,Company,Medical equipment and services; Health care providers,France,2023-02-13
403,,Billogram AB,Small or Medium-sized Enterprise,Software & Computer Services,Sweden,2023-02-13
404,,Luxplus,Small or Medium-sized Enterprise,Personal Goods,Denmark,2023-02-13
405,,Imerco A/S,Company,Retailers,Denmark,2023-02-13
406,,Akastor ASA,Company,"Oil, gas, & coal",Norway,2023-02-13
407,,Fiera Milano S.p.A.,Company,Industrial Support Services,Italy,2023-02-13
408,,Dando Drilling International,Small or Medium-sized Enterprise,General Industrials,United Kingdom,2023-02-13
409,,"Naabtaler Milchwerke GmbH & Co. KG, Privatmolkerei Bechtel",Company,Food Producers,Germany,2023-02-13
410,,A J Walter Aviation Ltd,Company,Travel & Leisure,United Kingdom,2023-02-13
411,,Vision Consulting GmbH,Small or Medium-sized Enterprise,Diversified,Germany,2023-02-13
412,,Revelop Management AB,Small or Medium-sized Enterprise,Real Estate Investment & Services development,Sweden,2023-02-13
413,,Alarko Holding A.S.,Company,Diversified,Türkiye,2023-02-13
414,,BES Group (British Engineering Services Group),Company,Industrial Support Services,United Kingdom,2023-02-13
415,,ECOL-UNICON Sp. z o.o.,Company,Construction & Materials,Poland,2023-02-13
416,,Libanconsult AGM,Small or Medium-sized Enterprise,Diversified,Lebanon,2023-02-13
417,,Weinheimer Leder GmbH,Small or Medium-sized Enterprise,General Industrials,Germany,2023-02-13
418,,ALIARO AB,Small or Medium-sized Enterprise,Technology Hardware & Equipment,Sweden,2023-02-13
419,,TEAMWILLE GmbH,Small or Medium-sized Enterprise,Industrial Support Services,Germany,2023-02-13
420,,Krusche & Company GmbH,Small or Medium-sized Enterprise,Software & Computer Services,Germany,2023-02-13
421,,Fraternità Sistemi - Impresa Sociale - Società Cooperativa Sociale,Small or Medium-sized Enterprise,Diversified,Italy,2023-02-13
422,,Norlys,Company,Electricity,Denmark,2023-02-13
423,,Koinos Capital SGR S.p.A.,Small or Medium-sized Enterprise,Investment banking and brokerage services,Italy,2023-02-13
424,,GROUPE MEDIA SMART SARLU,Micro Enterprise,Electronic & Electrical Equipment,Cote d'Ivoire,2023-02-10
425,,United Action for Community Development,NGO Local,Not Applicable,Guinea,2023-02-10
426,,EUROPEANN IMPACT CONSULT EIC,Small or Medium-sized Enterprise,Alternative Energy,Uganda,2023-02-10
427,,Agence Foncière Industrielle,Small or Medium-sized Enterprise,General Industrials,Tunisia,2023-02-10
428,,Cred Developments,Small or Medium-sized Enterprise,Real Estate Investment & Services development,Egypt,2023-02-10
429,,PAISA Merchant Payment Services,Small or Medium-sized Enterprise,"Oil, gas, & coal",United Arab Emirates,2023-02-10
430,,Gisande Trading Limited,Company,Industrial metals and mining,Rwanda,2023-02-10
431,,HEISENBERG GLOBAL CONCEPT LIMITED,Small or Medium-sized Enterprise,Alternative Energy,Nigeria,2023-02-10
432,,HEISENBERG MEDICALS AND FOODS LIMITED,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,Nigeria,2023-02-10
433,,SABAKH SERVICES SUARL,Small or Medium-sized Enterprise,Diversified,Senegal,2023-02-10
434,,GREEN SOLUTIONS INDUSTRIES,Small or Medium-sized Enterprise,Diversified,Tunisia,2023-02-10
435,,I&M Group PLC,Company,Banks,Kenya,2023-02-10
436,,CONCORD For Engineering & Contracting,Company,Construction & Materials,Egypt,2023-02-10
437,,Société Cafés BONDIN,Company,Food Producers,Tunisia,2023-02-10
438,,Société Cafés BEN YEDDER,Company,Food Producers,Tunisia,2023-02-10
439,,SCOPSIS,Small or Medium-sized Enterprise,Software & Computer Services,Lebanon,2023-02-10
440,,ICEA LION Insurance Holdings Limited,Company,Finance and credit services,Kenya,2023-02-10
441,,DESIGN PARTNERSHIP LIMITED,Small or Medium-sized Enterprise,Construction & Materials,Kenya,2023-02-10
442,,ASAL TRADING & CONSTRUCTION CO,Small or Medium-sized Enterprise,Industrial Support Services,Somalia,2023-02-10
443,,Asarya Consulting and Training,Small or Medium-sized Enterprise,Diversified,Libya,2023-02-10
444,,PMI Europe Limited,NGO Global,Not Applicable,United Kingdom,2023-02-09
445,,Education Soul,Small or Medium-sized Enterprise,Diversified,Colombia,2023-02-08
446,,Entalpia Participações S.A.,Company,Electronic & Electrical Equipment,Brazil,2023-02-08
447,,Trevisan Escola de Negócios,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-08
448,,OMA ATIVOS AMBIENTAIS S.A,Small or Medium-sized Enterprise,Diversified,Brazil,2023-02-08
449,,Sodimac Colombia S.A,Company,Retailers,Colombia,2023-02-08
450,,Scooto,Company,Industrial Support Services,Brazil,2023-02-08
451,,Oğuzkaan Koleji (Oğuzkaan Eğitim Hizmetleri ve Ticaret A.Ş.),Academic,Not Applicable,Türkiye,2023-02-07
452,,KAPA IT,Small or Medium-sized Enterprise,Software & Computer Services,France,2023-02-07
453,,SAGA Software Consultancy Inc.,Small or Medium-sized Enterprise,Software & Computer Services,Türkiye,2023-02-07
454,,PRIMAA,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,France,2023-02-07
455,,GÜVEN MÜHENDİSLİK MAKİNA KİMYA ELEK. SAN VE TİC. LTD. ŞTİ.,Small or Medium-sized Enterprise,Diversified,Türkiye,2023-02-07
456,,Bolt Services No As,Small or Medium-sized Enterprise,Diversified,Norway,2023-02-07
457,,Mert Teknik Fabrika Malzemeleri Ticaret ve Sanayi A.Ş.,Small or Medium-sized Enterprise,Industrial Engineering,Türkiye,2023-02-07
458,,Grupo Petropolis,Company,Beverages,Brazil,2023-02-07
459,,CORSTYRENE SAS,Small or Medium-sized Enterprise,Construction & Materials,France,2023-02-07
460,,AROMSA,Company,Food Producers,Türkiye,2023-02-07
461,,Kırmızı Beyaz Reklam A.Ş.,Small or Medium-sized Enterprise,Media,Türkiye,2023-02-07
462,,Inovshop Group,Small or Medium-sized Enterprise,Diversified,France,2023-02-07
463,,Egedeniz Textile,Small or Medium-sized Enterprise,Personal Goods,Türkiye,2023-02-07
464,,Gen İlaç ve Sağlık Ürünleri Sanayi ve Ticaret A.Ş.,Company,Medical equipment and services; Health care providers,Türkiye,2023-02-07
465,,TERA GİYİM SANAYİ VE TİCARET A.Ş.,Company,General Industrials,Türkiye,2023-02-07
466,,AUTOCARS BORINI,Small or Medium-sized Enterprise,Travel & Leisure,France,2023-02-07
